grade,num,subject,question
B,112,국어,"1. 다음을 보고 서로 어울리는 것을 연결하세요.
쪼갤 수 있는.
낱말.
더 작은 부분으로 .
나눌 수 없는 낱말.
김밥, 색종이, 책가방.
2) 쪼갤 수 없는
낱말.
더 작은 부분으로.
나눌 수 있는 낱말.
꽃, 사과, 바다."
B,113,국어,"다음은 딱지를 종이로 접는 방법입니다. 그림을 보고, 종이접기를 해 보세요. 딱지를 접는 순서와 방법에 따라 종이접기를 하였습니다. 요리 책을 보면 음식을 만드는 순서와 방법을 알 수 있습니다. 일의 순서나 방법을 설명하는 글은 읽는 이가 이해하기 쉬운 말을 사용해야 합니다.
종이접기 책에는 색종이를 접는 순서나 방법이 있어요. 이처럼 우리 주변에는.
일의 순서나 방법을 설명하는 글이 많아요."
B,114,국어,"1. 다음에서 일의 순서나 방법을 설명하는 글은 무엇인지 고르세요.
저는 라면을 매우 좋아합니다.
그래서 주말 점심이면 꼭 라면을 끓여 먹습니다. 저는 불을 끄기 전에 치즈를 얹어서 먹는 라면을 좋아합니다.
라면을 끓이는 방법은 매우 쉽습니다. 먼저 물을 3컵 정도 냄비에 넣고 끓입니다. 물이 끓기 시작하면 면과 스프를 넣습니다.
3~4분 정도 끓인 후에 맛있게 먹습니다."
B,115,국어,"다음 그림을 보고, 텔레비전 속 인물의 마음이 어떠할 것 같은지 이야기해 보세요. 텔레비전 드라마를 보면서 인물의 마음을 짐작할 수 있습니다. 책을 읽으면서 글쓴이나 인물의 마음이 어떠한지 짐작할 수 있습니다. ‘즐겁다, 뿌듯하다, 행복하다’는 글쓴이나 인물의 마음이 매우 기쁘다는 것을 짐작하게 하는 말입니다.
‘짐작하다’는 일이 되어가는 상황을 대강 알아차리는 것을 말해요.
그래서 글을 읽고 글쓴이나 인물의 마음이 어떠한지 생각해 보는 것을 글쓴이나 인물의 마음 짐작하기라고 해요."
B,116,국어,"1. 다음에서 글쓴이나 인물의 마음을 직접 나타내는 말을 찾아 표 하세요.
즐겁다.
말하다.
보다.
화나다.
쓰다.
기쁘다.
슬프다.
먹다."
B,117,국어,"2. 다음 말은 어떤 마음을 나타내는지, 알맞은 것을 연결하세요.
발걸음이 가벼워요.
오늘 해야 하는 일을 내일로 미루지 않을 거예요.
가슴이 두근두근해요.
마음이 기쁘고 편안해요.
오늘 배운 것은 오늘다 익히자.
설레고 떨려요."
B,118,국어,"다음을 보고, 아이와 할아버지가 무엇을 하고 있는지 이야기해 보세요. 저는 할아버지께 방학 때 놀러가겠다는 말을 하고 싶어서 편지를 써서 보냈습니다. 편지에는 보내는 사람이 받는 사람에게 하고 싶은 말이 담겨 있습니다.
편지는 다른 사람에게 하고 싶은 말을 써서 보내는 글이에요.
받는 사람, 첫인사, 하고 싶은 말, 끝인사, 보내는 날짜와 보내는 사람을 써야 해요."
B,119,국어,"1. 다음에서 편지는 무엇인가요?
엄마야 누나야.
김소월.
엄마야 누나야 강변 살자.
들에는 반짝이는 금모래빛.
뒷문 밖에는 갈잎의 노래.
엄마야 누나야 강변 살자.
내 친구 선우에게.
안녕? 나 정환이야. 어제 정말 고마웠어. 발이 다쳐서 아팠는데, 네가 집까지 같이 가면서 가방을 들어 줘서 고마웠어.
다음 주에 우리 집에서 놀자. 안녕!
2023년 월. 일.
친구 정환이가.
사방이 캄캄한데 불이 켜져.
있는 방이 있었습니다. 그방에는.
사내아이가 글을 열심히 읽으며.
혼잣말을 하였습니다.
오늘 배운 것은 오늘 다 익히자.
사내아이는 이렇게 다짐하였습니다."
B,120,국어,"다음을 보고, 무엇을 하고 있는지 말해 보세요. 오늘 강아지를 잃어버린 일을 일기로 쓰는데 눈물이 났습니다. 내 일기장에는 나의 비밀이 모두 적혀 있습니다. 나는 매일 밤 일기를 쓰면서 하루를 정리합니다.
일기는 그날 겪은 일 중에서 기억에 남는 일과.
그에 대한 생각이나 느낌을 쓴 글이에요."
B,121,국어,"1. 다음은 수호가 쓴 일기의 앞부분이에요. 일기를 읽고 수호가 어떤 일을 겪고 무슨 생각을 했는지 알맞은 것을 모두 찾아 쓰세요.
11월 15일 맑음.
학교에서 돌아와 집에 가방만 놓고 나왔다. 친구들과 놀이터에서 만나기로 했기 때문이다. 멍멍이가 같이 나오고 싶어 낑낑대길래 같이 놀이터로 나갔다. 갑자기 멍멍이가 보이지 않았다. 멍멍이가 길을 잃어버렸을까 봐 걱정이 되기 시작했다. 손에 땀이 나고 눈물이 흐르기 시작했다. 
일기를 쓴 날은 비가 내렸어요.
오늘 멍멍이를 처음 만나서 너무 기뻤어요.
갑자기 멍멍이가 보이지 않아서 걱정을 많이 했어요.
멍멍이와 함께 놀이터에 갔다가 멍멍이를 잃어버리고 말았어요."
B,122,국어,"다음에서 인물의 표정을 보고 그 마음이 어떠한지 짐작해 보세요. 영화나 연극에 나오는 인물들에게 극본은 꼭 필요합니다. 극본에는 인물이 무엇을 말하고 어떤 행동을 하는지 나와 있습니다. 극본에서 대사는 인물의 말을 나타내는 부분이고, 지문은 인물의 행동이나 표정을 나타내는 부분입니다.
극본은 영화나 연극, 드라마를 만들기 위해 쓴 글이에요."
B,123,국어,1. 다음은 ‘별주부전’이라는 극본이에요. 빈칸에 알맞은 말을 쓰세요.
B,124,국어,"다음을 보고, 영화를 본 아이와 엄마의 마음을 짐작하여 말해 보세요. 엄마도 많이 아플 텐데 아이를 위해 저렇게 간호를 하다니.
 좋은 영화나 드라마를 보면 감동을 느끼게 됩니다. 이야기 속 인물의 말과 행동에서 감동적인 부분을 찾을 수 있습니다. 기쁨이나 슬픔과 같은 강한 느낌을 받는 것을 ‘감동’이라고 해요. 영화나 시, 이야기에서 감동적인 부분을 찾을 수 있어요."
B,125,국어,"1. 위 ‘어휘 이해’에서 아이가 영화를 본 후 느낀 감동을 나타내는 말로 알맞은 것을 찾아 표 하세요.
사랑.
질투.
미움.
부끄러움.
희생.
즐거움.
‘질투’는 다른 사람이 잘된 좋은 일을 괜히 미워하고 싫어하는 거예요."
B,126,국어,"2. 1번을 바탕으로 위 영화에서 감동적인 부분은 어디일까요? 알맞은 것을 고르세요.
아이는 빨리 낫고 싶어요.
엄마와 아이가 모두 아파서 병원에 있어요.
엄마가 자신의 몸은 돌보지 않고 아픈 아이를 간호하고 있어요."
B,127,국어,"다음 시를 읽을 때 머릿속에 어떤 장면이 떠오르는지 이야기해 보세요. 시를 읽고 시의 장면을 떠올려 봅니다. 시의 장면을 떠올리면 감동을 느낄 수 있습니다. 시의 장면과 비슷한 경험이 있는지 생각해 봅니다.
‘장면’은 무슨 일이 일어나는 모습이나 모양이에요.
시를 읽을 때 시의 장면을 떠올리며 읽을 수 있어요."
B,128,국어,"1. 다음 시를 보고 떠오르는 장면을 고르세요.
비오는 날.
우리 교실이 커다란.
배였으면.
아주 커다란 배였으면.
노를 저어.
집까지 갈 수 있다면.
좋으련만."
B,129,국어,"다음을 보고 어떤 말을 하고 무슨 행동을 하고 있는지 말해 보세요. 이야기에는 인물의 말과 행동이 나타나 있습니다. 인물의 말과 행동으로 인물의 마음을 짐작할 수 있습니다. 인물의 말과 행동을 보면 나도 비슷한 경험이 있음을 떠올릴 수 있습니다.
이야기에는 인물이 등장해요. 인물은 자신의 생각을 말과 행동으로 나타내요.
인물의 말과 행동을 살펴보면, 인물의 마음을 짐작할 수 있어요."
B,130,국어,"1. 다음은 이야기 속 인물의 말과 행동입니다. 무엇이 ‘말’이고 ‘행동’인지 알맞은 것에 연결해 주세요.
나무와 함께 놀 수 있다니 정말 즐거워.
나무는 무척 행복해서 몸을 흔들었습니다. 인물의 말.
내겐 남은 것이 아무것도 없단다. 미안해.
소년이 떠나자 나무는 홀로 있을 때가 많아졌습니다. 인물의 행동.
내 줄기를 베어다가 배를 만들렴."
B,131,국어,"다음을 보고 무엇을 쓰고 있는지 말해 보세요.
감상문.
책을 읽고 감상문을 쓰면 감동적인 부분을 오래 기억할 수 있습니다. 같은 이야기를 읽거나 같은 영화를 보아도, 사람마다 서로 다른 내용의 감상문을 쓸 수 있습니다.
은 무엇을 보거나 듣거나 읽고 나서 느낀 것을 쓴 글이에요."
B,132,국어,"1. 다음에서 감상문을 쓰려고 하는 사람은 누구인지 고르세요.
기훈: 비행기를 접는 방법을 설명하는 글을 쓰려고 해.
소은: 주말에 본 영화에서 감동적인 부분을 글로 쓰려고 해.
지유: 오늘 미나의 생일 파티에 가서 있었던 일을 쓰려고 해.
현수: 어머니께 감사하는 마음을 전하는 글을 쓰려고 해."
B,133,국어,"2. 친구들이 ‘금도끼와 은도끼’ 이야기를 읽고 감상문을 쓰려고 해요. 가장 알맞은 말을 한 사람은 누구인지 고르세요.
찬우: 이야기에 산신령이 나오다니 말도 안 된다고 쓸 거야.
세경: 요즘에는 왜 나무꾼이 없는지 궁금하다는 내용을 쓸 거야.
유라: 나는 나중에 산신령처럼 금과 은을 가진 사람이 될 거라고 쓸 거야.
민호: 나는 정직한 나무꾼처럼 거짓말을 하지 않겠다고 생각한 내용을 쓸 거야."
B,134,국어,"다음 그림을 보고, 학생이 무엇을 하려고 하는지 이야기해 보세요. 읽기 전 활동은 책을 읽기 전에 표지의 그림과 제목을 보고 내용을 생각해 보는 것입니다. 자신의 경험을 떠올리는 것도 읽기 전 활동으로 좋습니다. 예전에 읽어본 다른 책과 비교를 하는 것도 읽기 전 활동입니다.
글을 이해하기 위해 제목, 표지 그림으로 예상해 보는 것. 경험을 떠올리는 것을 읽기전활동 이라고 해요."
B,135,국어,"다음 그림은 자기소개를 하는 모습이에요. 어떤 내용을 말하고 있을까요? 책을 소개하는 글을 책의 소개말이라고 합니다. 읽기 전 활동으로 읽을 책에 대한 소개말을 보는 것도 좋습니다. 책의 소개말을 읽으면 책의 내용을 예상할 수 있습니다.
책의 소개말은 책 속의 내용을 간단히 알 수 있도록 소개하는 글이에요."
B,136,국어,"다음 그림을 보고 학생은 어떤 생각을 하고 있을지 이야기해 보세요.
우리나라에 살았던 공룡이야기? 글이 어떤 내용일지 생각해보는 활동을 예측하기 활동이라고 합니다. 읽기 전 활동의 대부분은 예측하기입니다. 예측하기는 소개말을 보고 글의 내용을 생각해 볼 수 있습니다.
책을 읽기 전에 하는 활동 중의 하나를 예측하기라고 해요."
B,137,국어,"다음 두 그림에서 학생의 다른 점을 이야기해 보세요. 실감 나게 말하기 위해서는 몸짓과 표정을 사용합니다. 이야기 속 주인공의 감정을 이해하면 실감 나게 말하기를 할 수 있습니다.
실감나게말하기는 들은 이야기나.
읽은 책을 잘 이해해서 다시 말하는 것이에요."
B,138,국어,"1. 아래의 글을 읽으면서, 다음  안에 들어갈 말을 적어보세요.
실감 나게 말하기 위해서는 감동적인 내용을 잘 찾아서 말해야 해요.
혹시나 감동적인 내용을 찾기가 어려우면 이렇게 해보세요.
실감 나게 말하기 위해서는 표정, 몸짓, 목소리 하나하나에도 신경을.
써야 해요. 마지막으로 글의 분위기를 잘 파악해서 슬픈 내용은 슬프게,
웃긴 내용은 기쁘게 말하는 것이 중요해요."
B,139,국어,"다음 그림을 무엇이라고 하나요?
다양한 이야기들을 그림으로 재미있게 표현한 것을 만화라고 해요. 영화는 만화와 같이 이야기를 표현합니다. 어떤 의미를 가지고 움직이는 대상을 촬영하여 보는 예술을 영화라고 합니다. 영화를 보는 장소를 영화관이라고 합니다.
어떤 이야기를 움직이는 영상으로 촬영해서 보는 것을 영화라고 해요."
B,140,국어,"1. 다음  안에 들어갈 말을 써 보세요.
상상속의 이야기를 그림으로 표현하는 것이.
만화를 움직이는 영상으로 볼 수 있으면.
만화와 영화는 어떤 점이 다른가요?
입니다."
B,141,국어,"다음 그림을 보고 이후에는 어떤 일이 일어날지 짐작해 보세요. 어떤 장면이나 그림을 보고 그 이후에 일어날 일을 상상하는 것이 짐작하기입니다. 짐작하기는 만화에서 등장하는 인물의 표정을 보고 인물의 마음을 추측하는 것입니다.
짐작하기는 예측하기와 같이 추측하는 활동입니다.
어떤 장면에서 뒤 이어질 사건을 예측하는 것을 짐작하기라고 해요."
B,142,국어,"1. 다음  안에 들어갈 말을 적어보세요.
우리는 엄마의 표정을 보고 엄마가 어떤 기분인지 있습니다.
상대방의 마음을 할 수 하기 위해서는 목소리의 높낮이가 다른지 생각해야 합니다."
B,143,국어,"다음 두 그림에서 학생의 다른 점을 이야기해 보세요. 실감 나게 표현하기 위해서는 목소리와 몸짓, 표정 등을 사용합니다. 이야기 속 주인공의 마음을 짐작하면 실감 나게 표현할 수 있습니다. 이야기를 실감 나게 표현하면 이야기가 더욱 재미있어집니다.
실감나게표현하기는 이야기 속 인물의 마음을 짐작하여 표현하는 방법이에요."
B,144,국어,"1. 다음 안에 글을 읽고 무엇을 뜻하는지 쓰세요.
실제로 겪는 것처럼 느껴지게 표현하는 것.
이야기를 하는 사람이 직접 경험한 것처럼 표현하는 것."
B,145,국어,"다음 그림을 보고 여기는 어디이고 무슨 일이 일어났는지 이야기해 보세요. 이야기의 배경은 옛날 산속이고, 사건은 나무꾼이 하나뿐인 도끼를 잃어버린 것입니다. 사건과 배경은 이야기의 중요한 구성 요소입니다. 이야기에 나오는 인물이 겪는 일들을 사건이라고 합니다. 이야기에서 사건이 일어나는 시간과 장소를 배경이라고 합니다. 사건은 이야기에서 일어나는 일이에요. 배경은 이야기에서 어떤 일이 일어나는 시간과 장소예요."
B,146,국어,"1. 위 이야기에는 누가 나오나요? 다음에서 이야기의 인물을 모두 찾아 표 하세요.
선생님 나무꾼 신령님 할머니."
B,147,국어,3. 다음은 ‘금도끼와 은도끼’ 이야기의 장면입니다. 무슨 일이 일어나고 있는지 빈칸에 알맞은 것을 보기에서 골라 쓰세요.
B,148,국어,"다음을 보고, 두 사람이 무슨 이야기를 하고 있는지 말해 보세요. 책을 읽기 전에 내용을 알고 싶어서 친구에게 줄거리를 물어봤습니다. 줄거리는 사건이 처음부터 끝까지 어떻게 되었는지 간추린 것입니다. 이야기의 줄거리에는 인물, 사건, 배경이 있어야 합니다.
줄거리는 이야기의 중심이 되는 내용이에요.
인물의 성격과 배경, 사건이 잘 드러나도록 내용을 간추리면 줄거리가 돼요."
B,149,국어,1. 다음에 ‘금도끼와 은도끼’의 장면이 섞여 있습니다. 시간에 따라 어떤 사건이 있었는지 빈칸에 순서대로 써서 줄거리를 간추려 보세요.
B,150,국어,"다음 ‘금도끼와 은도끼’의 나무꾼은 어떤 사람인지 이야기해 보세요.
금도끼는.
제 것이 아닙니다. 나무꾼이 금도끼가 자기 것이 아니라고 하는 것을 보고, 인물의 성격이 거짓말을 못하고 .
정직한 것을 알 수 있습니다. 이야기에 나오는 인물들은 서로 다른 다양한 성격을 가지고 있습니다. 인물의 성격이 바뀌면 이야기의 사건도 바뀝니다.
‘성격’은 사람마다 가지고 있는 성질이나 성품이에요.
이야기에 나오는 인물의 말과 행동을 통해 인물의 성격을 알 수 있어요."
B,151,국어,"다음 그림을 보고, 빈 칸에 낱말을 따라 써 보세요. 어려운 문제가 있을 경우에 친구들과 회의를 해서 해결할 수 있습니다. 학급회의는 교실에서 반 친구들과 함께 좋은 학급을 만들기 위해 의논하는 모임입니다. 우리 반에서는 일주일에 한 번 학급 회의를 합니다.
어떤 문제가 있을 경우에 한 장소에서 일정한 절차에 따라.
서로 의견을 나누고 알맞은 방법을 결정하는 것을 회의라고 해요."
B,152,국어,"1. 다음 에 들어갈 말은 무엇일까요?
우리 반을 아름답게 꾸미는 방법’이라는 주제로 학급 시작하겠습니다.
환경보호라는 로 포스터를 그려보세요."
B,153,국어,"2. 다음 글을 읽고 어울리는 낱말에 표 하세요.
많은 사람들과 함께 (회의. 주제)를 하면 어려운 문제를 쉽게 풀 수 있다.
이 시의 (회의/주제)는 ‘물을 아껴쓰자’입니다.
(회의. 주제)를 하는 동안에는 다른 사람의 의견을 잘 들어야 합니다.
오늘은 아름다운 우정을 (회의. 주제)로 이야기를 하겠어요."
B,154,국어,"다음 그림들을 보고, 무엇을 하고 있는지 이야기해 보세요.
국기에 대한 경례.
국민의례는 국가에 대한 예의를 말합니다. 아침 조회 때마다 하는 국기에 대한 경례는 국민의례 중 하나입니다.
순국선열 및 호국영령에 대한 묵념.
공식적인 행사에서 국기에 대한 경례, 애국가 제창과 같이 국민으로서 행하는 절차를 국민의례라고 해요."
B,155,국어,"다음 두 그림을 보고 다른 점을 찾아 이야기해 보세요.
회의를 시작하겠습니다. 회의를 시작할 때는 “개회를 선언 합니다”라고 합니다. 학급회의는 매주 금요일 오후에 개회됩니다.
회의를 마치겠습니다.
회의나 공식적인 모임을 시작하는 것을 개회라고 해요."
B,156,국어,"다음 그림을 보고 학생들이 어떤 역할을 하고 있는지 설명해 보세요. 학급회의에서 사회자는 교탁 앞에 서 있습니다. 오늘 학급회의의 사회자는 우리 반 담임선생님입니다. 개회와 폐회를 알리는 사람은 사회자입니다.
회의의 진행을 보는 사람을 사회자라고 해요."
B,157,국어,"기록자는 회의에서 나오는 의견을 칠판에 적는 사람입니다. 학급회의에서는 사회자가 기록자를 대신해 회의 내용을 적기도 합니다. 기록자는 다른 사람들의 의견을 잘 듣고 요약할 수 있어야 합니다.
기록자는 회의의 내용을 기록하는 사람이에요."
B,158,국어,"토론 참여자는 회의에서 자신의 의견을 발표할 수 있습니다. 다른 사람이 의견을 말하는 동안 토론 참여자는 잘 들어야 합니다. 토론 참여자가 사회자의 회의 진행을 방해하면 안 됩니다.
토론 참여자는 회의에 참여하는 사람이에요."
B,159,국어,"다음 예문을 읽어 보세요. 의견은 다른 사람과 생각을 주고받는 것입니다. 나의 의견과 다른 사람의 의견은 다를 수도 있고 같을 수도 있습니다. 서로의 의견을 존중하는 것이 중요합니다.
어떤 것에 대해 나름대로 판단하여 가지는 생각을 의견이라고 해요."
B,160,국어,"1. 다음 에 들어갈 말은 무엇일까요?
회의에서 사람들끼리 같은 생각을 하면.
사람마다 다양한.
이 일치한다고 합니다.
이 나올 수 있습니다.
하나의 생각에 대해서 다른 사람과 나의 이 다를 수 있습니다."
B,161,국어,"다음 그림은 반장 선거의 결과입니다. 어떤 방식으로 진행하였을까요? 사람들의 의견이 다양하면 표결을 통해 의견을 정리할 수 있습니다. 표결은 투표를 통해서 나의 의견을 알리는 방법입니다. 반장 선거는 대부분 표결 방법으로 이루어집니다.
투표를 해서 결정하는 것을 표결이라고 해요."
B,162,국어,"1. 다음 에 들어갈 말은 무엇일까요? 투표는 법 중 하나입니다. 손을 들거나 자리에서 일어나는 방법으로 할 수 있습니다. 은 찬성과 반대, 여러 의견 중에서 하나를 선택하는 방법도 있습니다."
B,163,국어,책을 읽고 자기 생각이나 느낌을 적은 글을 무엇이라고 하나요?
B,164,국어,"다음 설명들 중 옳은 것을 낱말과 연결하세요. 절차  어떤 일을 마음대로 하는 것
 어떤 힘을 마음대로 쓰는 것.
 어떤 일을 순서대로 하는 것. "
B,165,국어,어떤 일을 순서에 따라서 하는 것을 무엇이라고 하나요?
B,166,국어,"다음을 보고 친구들이 말한 문장이 어떻게 다른지 이야기해 보세요. 문장은 하나의 생각을 나타내는 기본 단위입니다.
 문장의 종류에 따라 전하고 싶은 뜻도 달라지고 상대방의 반응도 달라집니다.
 자신의 생각을 잘 전하려면 그에 알맞은 문장의 종류로 말해야 합니다. 문장의 종류에는 설명하는 문장, 무엇인가를 묻는 문장, 무엇을 하도록 시키는
문장, 함께 하기를 요청하는 문장, 느낌을 표현하는 문장이 있어요.
설명하는 문장은 어떤 것을 알기 쉽게 풀어서 말하는 문장이에요.
무엇인가를 묻는 문장은
듣는 사람에게 물어보고 대답을 들으려고 하는 문장이에요.
무엇을 하도록 시키는 문장은 무엇을 시키거나 행동하게 하는 문장이에요.
함께 하기를 요청하는 문장은 듣는 사람에게 어떤 것을 같이 하자고 부탁하는 문장이에요.
느낌을 표현하는 문장은 말하는 사람이 자기의 느낌을 드러내는 문장이에요."
B,167,국어,"‘어휘 이해’에 나온 문장이 어느 상황에서 사용되었는지 알맞게 연결해 보세요. 승미야, 꽃이 활짝 피었어.  설명할 때
2) 와, 꽃이 정말 아름답구나! 무엇인가를 물어볼 때
3) 이 꽃의 이름이 뭐야?  무엇을 하도록 시킬 때
4) 얘들아, 같이 구경하자.  함께 하기를 요청할 때
5) 꽃을 꺾으면 안 돼.  느낌을 표현할 때 "
B,168,국어,"다음 문장을 문장의 종류에 맞게 연결해 보세요. 승미야, 꽃이 활짝 피었어.  무엇을 하도록 시키는 a문장
 와, 꽃이 정말 아름답구나!  설명하는 문장
 이 꽃의 이름이 뭐야?  무엇인가를 묻는 문장
 얘들아, 같이 구경하자.  느낌을 표현하는 문장
 꽃을 꺾으면 안 돼.  함께 하기를 요청하는 문장"
B,169,국어," 다음 그림을 보고, 어떤 말을 주고받을지 어울리는 것을 보기에서 찾아 모두
쓰세요. ?안녕? ?차 조심해라. ?너 숙제 다 했어?
?오늘은 일찍 왔구나! ?학교 다녀오겠습니다. ?우리 점심에 운동장에서 놀자."
B,170,국어,어휘 연습’ 3번에 나온 문장을 보고 문장의 종류가 무엇인지 각각 말해 보세요.
B,171,국어,"다음을 보고 “너무 춥다.”에 담긴 뜻을 말해 보세요. “너무 춥다.”는 말은 너무 추워서 창문을 닫으면 좋겠다는 의도를 전하고 있습니다.
내 의도를 전하려면 상대방의 기분이나 상황을 생각해서 알맞은 문장의 종류로 말합니다.
말하기 전에 자신의 의도를 잘 전할 수 있는 문장이 무엇인지 생각해 봅니다.
의도는 무엇을 하고자 하는 마음속의 생각이나 계획이에요."
B,172,국어," 은비는 지금 반 친구들에게 휴대 전화로 메시지를 보내고 있습니다. 은비가
말하고 싶은 의도는 무엇인가요?  다음 주에 학예회가 있는 거 다 알지? 그래서 내일 수업이 끝나고
춤과 노래를 같이 연습하기로 했어. 괜찮지?  학예회가 다음 주에 있다.
수업 시간에 같이 연습하고 싶다.
내일 수업이 끝나고 학예회가 있다.
내일 춤과 노래를 같이 연습하면 좋겠다."
B,173,국어,"오늘 학교에 필통을 가져오지 않았어요. 친구에게 연필을 빌리려고 할 때, 어떻게
말하면 좋을까요?"
B,174,국어,"다음을 보고, 지금 교실 안은 어떠한지 이야기해 보세요. 교실 안이 너무 시끄러워서 선생님께서 화가 난
상황입니다.
말을 하거나 들을 때 어떤 상황인지 알아야 상대방의
의도를 알 수 있습니다.
같은 말이어도 상황에 따라 다른 의미가 될 수
있습니다.
상황은 일이 진행되어 가는 형편이나 모양이에요."
B,175,국어,"다음에서 같은 문장이 상황에 따라 의미가 달라지고 있어요. 상황에 어울리는 문장의 뜻을 연결해 보세요. 눈이 온다는 것을 설명할 때  무엇인가를 물어볼 때  눈이 와서 너무 기쁘다는
느낌을 표현할 때"
B,176,국어,"내 방에서 숙제를 하고 있는데, 엄마께서 방문을 열더니 “밥 먹어.”라고 말씀하셨
어요. 이 말은 물어보는 상황인가요, 느낌을 표현하는 상황인가요, 무엇을 하도록
시키는 상황인가요?"
B,177,국어,"다음을 소리 내어 읽고, 문장의 끝 부분이 서로 어떻게 다른지 이야기해 보세요. 지금 책 읽어요. 무슨 책을 읽어요? 책 좀 읽어라.
같이 이 책을 읽자. 어려운 책을 읽는구나!  문장의 종류에 따라 문장의 끝맺음이 달라요.
말하는 사람의 의도와 상황에 따라 알맞은 문장으로 말해야 해요."
B,178,국어,다음 그림을 보고 상황에 맞는 말을 <보기>에서 골라 빈칸에 쓰세요.  자 니 어라 구나 어요
B,179,국어,"친구가 빌려 간 내 지우개를 다시 돌려 달라고 할 때, 어떻게 말하면 가장 좋을까요?
“지우개 내놔.”와 “지우개 다 썼으면 돌려줄래?”의 두 문장의 느낌이 각각 어떤지
말해 보세요."
B,180,국어,"다음 글을 읽고, 무슨 내용인지 말해 보세요. 문단은 여러 문장이 모여 하나의 중심 내용을 나타내는 글의 한 부분입니다.
문단을 시작할 때 첫 칸을 들여 쓰고, 한 문단이 끝나면 줄을 바꿉니다. 위 글은 문단이
모두 두 개입니다.
각 문단의 구조는 중심 문장과 뒷받침 문장으로 이루어져 있습니다.
한 문단에는 중심 문장과 뒷받침 문장이 있고, 한 개의 중심 내용이 있어요.
문단이 어떻게 이루어져 있는지 살펴보는 것이 문단의 구조를 파악하는 거예요."
B,181,국어,"다음을 읽고 빈칸에 알맞은 말을 <보기>에서 찾아 쓰세요. 문단은 중심 생각을 나타내는 ㉠ 과 그것을 설명해 주는  으로
이루어져 있어요.  은 문단에서 가장 중요한 문장이고, 이
도와주는 문장이에요.
 구조 문단 문장 중심 문장 뒷받침 문장 "
B,182,국어,"다음 문단에서 중심 문장에 밑줄을 그으세요. 나는 여름을 좋아합니다. 여름에는 시원하게 수영도 하고 맛있는 수박도 먹을 수 있기
때문입니다. 그리고 여름 방학마다 가족들과 함께 여행을 갈 수 있어서 정말 좋습니다."
B,183,국어,2번 글에서 뒷받침 문장은 무엇인지 찾아서 읽어 보세요.
B,184,국어,"다음을 보고, 현이의 말에서 가장 중요한 내용은 무엇인지 말해 보세요.  다른 사람의 말을 듣거나 글을 읽을 때는 중심 생각을 찾아야 합니다.
글을 읽을 때 글쓴이가 하려는 말이 무엇인지 찾는 것이 바로 중심 생각을 찾는 것입니다.
각 문단의 중심 내용을 바탕으로 글을 간추리면 전체 글의 중심 생각을 알 수 있습니다.
중심 생각은 중심이 되는 생각이에요.
글쓴이가 글에서 말하고자 하는 가장 중요한 내용이에요."
B,185,국어,"다음을 읽고 빈칸에 알맞은 말을 쓰세요. 글에는 글쓴이가 하고 싶은 말이 담겨 있습니다. 글에서 가장 중요한
내용입니다. 그것이 바로  입니다. 먼저  의 중심 내용을
파악하고 글의 내용을 간추리면, 글의  을 찾을 수 있습니다."
B,186,국어,"‘아침에 선생님의 훈화를 5분 동안 들은 후, 그 내용을 한 문장으로 정리하려고
합니다. 이것이 훈화의 을 찾는 것입니다.’ 빈칸에 들어갈 말은 무엇
인가요?"
B,187,국어,"다음을 보고 무엇을 하고 있는지 이야기해 보세요. - 화가가 그린 그림, 시인이 쓴 시, 소설가가 쓴 소설은 모두 작품입니다.
우리는 시나 이야기로 된 작품을 읽고 생각과 느낌을 말할 수 있습니다.
사람마다 작품에 대한 생각이나 느낌이 다릅니다.
작품은 그림, 조각, 시, 소설 등 새롭게 만들어 낸 것이에요."
B,188,국어," 다음 빈칸에 알맞은 말을 쓰세요. 그림, 조각 ?미술 
시, 소설 문학 "
B,189,국어," 다음 그림과 어울리는 것을 연결해 보세요. 조각  미술 작품
그림  소설  문학 작품"
B,190,국어,여러분이 최근에 본 작품이 있으면 하나만 말해 보세요.
B,191,국어,"다음을 보고 친구들이 무엇을 하고 있는지 말해 보세요. 책을 다 읽은 후 친구들과 독서 토론을 했습니다.
같은 작품을 읽었지만 독서 토론에서 서로 다른 생각을 이야기했습니다.
독서 토론에서 알맞은 까닭을 들어서 내 생각을 말했습니다.
독서 토론을 할 때는 말 차례를 잘 지켜서 한 사람씩 자신의 생각을 말해야 합니다.
독서 토론은 독서를 한 후에 여럿이 모여서
읽은 내용에 대해 서로 다른 생각을 이야기하는 거예요."
B,192,국어,"다음을 읽고 맞는 것에 표 하세요. 독서 토론은 책을 읽기 전  읽은 후에 하는 것입니다.
이야기의 내용에 대한 자신의 생각은 모두 똑같아야 합니다  서로
다를 수 있습니다 
3) 독서 토론에서는 ( 알맞은 까닭을 들어 / 아주 큰 목소리로 ) 말해야 합니다."
B,193,국어,"다음에서 친구들이 책을 읽은 후 독서 토론을 하고 있습니다. 그런데 무슨 일이
일어난 걸까요? 그림을 보고 빈칸에 알맞은 말을 써 보세요. 독서 토론을 할 때는 자기 말만 하려고 하면
안 됩니다. 한 사람씩 차례대로 말해야
합니다. 를 잘 지켜야 합니다."
B,194,국어,독서 토론을 할 때 지켜야 할 것들을 모두 말해 보세요.
