question,label
2. 이 시에서 글자의 받침으로 가장 많이 반복된 자음자는 무엇인가요? 어휘 정리 우리가 사용하는 말 중에 반복되는 말을 2가지만 찾아보세요.,1
"다음과 같은 그림을 보면 어떤 이야기가 떠오르나요? 콩쥐팥쥐 이야기에는 콩쥐, 팥쥐, 새엄마, 개구리, 참새 등이 나옵니다. 콩쥐, 팥쥐, 새엄마, 개구리, 참새 등은 콩쥐팥쥐 이야기의 인물입니다. 이야기의 인물은 사람이 될 수도 있고, 동물이나 물건이 될 수도 있습니다. 이야기에서 어떤 일을 겪는 사람이나 사물을 인물이라고 해요.",1
1. 다음 중 이야기의 ‘인물’이 아닌 것은 무엇인가요? 경찰서 어휘 정리 ‘흥부와 놀부’ 이야기에 나오는 인물을 3명만 말하여 보세요.,1
"흥부가 되어 직접 말하여 보세요. “아이고, 불쌍한 제비가 다리를 다쳤구나!” 이야기에서 흥부가 한 말을 슬픈 표정과 속삭이는 목소리로 읽으면 더욱 실감 나게 읽을 수 있습니다. 실감 나게 읽기를 할 때에는 인물의 마음에 어울리는 표정과 목소리로 읽어야 합니다. 실제로 경험하는 것처럼 생생하게 읽는 것을 실감 나게 읽기라고 해요.",1
"1. 다음 빈칸에 알맞은 낱말은 무엇인지 쓰세요.
내가 대상을 받다니 아직도 이 안 나요. 
친구가 정말 생생하고 것 같아요. 나게 말해 주어서 직접 공연장에 다녀온",1
2. 다음을 실감 나게 읽으려면 어떻게 해야 할까요? 호랑이:“어흥! 떡 하나 주면 안 잡아먹지!”,1
"다음을 읽어 보세요.
봄이 왔습니다. 얼었던 강이 녹아 흐르고, 따뜻한 햇살이 비칩니다. 새싹이 파릇파릇.
돋아나고, 예쁜 꽃이 핍니다. 날씨가 따뜻해지자 사람들은 나들이를 떠납니다. 위 글은 4개의 문장이 모여 1개의 문단이 됩니다. 문장이 모여 문단이 되고, 문단이 모이면 한 편의 글이 됩니다. 완결된 생각을 표현하는 단위를 문장이라고 해요. 
몇 개의 문장이 모여 하나의 중심 내용을 나타내는 글의 부분을 문단이라고 해요. ",1
"1. 다음 빈칸에 알맞은 말을 쓰세요. 
묻는  : 아침으로 무엇을 먹었나요?
감탄을 나타내는.
시키는.
정말 아름다워요!
빨리 숙제를 마치렴.권유하는 영화 보러 가자.",1
"2. 다음 빈칸에 알맞은 말을 쓰세요. 
문장이 모여을 이루어요.",1
다음 설명과 같은 뜻을 가진 낱말은 무엇일까요? ‘중심 낱말’에서 ‘중심’은 ‘매우 중요하다’는 뜻을 나타냅니다. ‘중심 낱말’이란 글에서 가장 중요한 낱말이라는 뜻입니다. 한 문단 안에서 중심이 되는 문장은 ‘중심 문장’입니다. 문단의 내용을 대표하는 문장을 중심 문장이라고 해요. 글에서 가장 중요한 낱말을 중심 낱말이라고 해요.,1
"글을 읽고 물음에 답하여 보세요. 
로봇은 크기가 다양합니다. 크기가 큰 로봇은 사람보다 훨씬 더 키가 큽니다. 그런가 하면 크기가 아주 작은 로봇도 있습니다. 크기가 작은 로봇은 동전보다도 작습니다. 그래서 우리가 로봇을 알약처럼 삼키면 로봇은 우리 몸속에서 병을 찾아 치료하기도 합니다. 이 글의 중심 낱말은 무엇인가요?",1
2. 이 글의 중심 문장은 무엇인가요?,1
"오늘 해야 할 일을 다음과 같이 써 놓으면 어떤 점이 좋을까요?
오늘 할 일.
실내화 빨기.
국어 시험 공부하기 책상 정리하기. 오늘 해야 할 일을 메모해 두면, 잊지 않고 기억할 수 있습니다. 다른 사람의 말을 들을 때에도 메모하면서 들으면 중요한 내용을 오래 기억할 수 있습니다. 메모를 할 때에는 중요한 내용을 간단히 씁니다. 
무엇을 기억하기 위해서, 또는 다른 사람에게 말을 전달하기 위해서 기록하는 짧은 글을 메모라고 해요.",1
1. 메모를 하면 좋은 점은 무엇인가요?,0
2. 다음 중 메모가 필요한 상황이 아닌 것은 무엇인가요?,1
"아빠와 할머니가 무엇을 하고 있는지 말하여 보세요. 
아빠가 할머니와 전화로 대화하고 있습니다.  직접 만나지 못할 때에는 전화 대화로 서로의 소식을 전할 수 있습니다. 
전화 대화를 할 때에는 예절을 잘 지켜야 합니다.
전화로 이야기를 주고받는 것을 전화 대화라고 해요. 
사람이 지켜야 할 절차나 질서를 예절이라고 해요. ",1
1. ‘전화 대화’와 가장 관련이 깊은 낱말은 무엇인가요?,1
2. ‘전화 대화’를 할 때 지켜야 할 예절을 잘못 말한 친구는 누구인가요?,1
"다음 그림에서 아이가 할아버지에게 하는 말을 잘 살펴보세요.
할아버지!
진지 드세요!
그래 너도. 
같이 밥먹자. 어른께는 높임말을 써야 합니다. ‘진지’는 높임말입니다. ‘먹어라’라고 하지 않고 ‘드세요’라고 하는 것도 높임말입니다.
나보다 나이가 많은 사람을 높일 때 높임말을 써요.",1
1. 다음 중 높임말을 사용한 문장은 무엇인가요?,1
"2. 다음 문장에서 높임말이 사용된 부분을 찾아 밑줄을 그어 보세요.
선생님께서 칭찬을 해 주셨습니다.",1
다음 중 높임말을 사용해야 하는 때는 언제인가요?,1
"다음을 읽어 보세요.
보고 싶은 친구 유리에게.
안녕? 잘 지내니? 네가 다른 곳으로 이사를 가고 나서 내가 얼마나 힘들었는지 몰라. 그래도 이렇게 편지로 내 마음을 전할 수 있어서 정말 좋아. 너랑 함께 즐겁게 놀던 때가 무척 그립다. 방학이 되면 만나고 싶어. 그 때까지 잘 지내.
그럼 안녕!
2016년 6월 20일.
친구 미희가 위 글은 ‘편지’로 마음을 전하는 글입니다. 위의 글에서 “안녕? 잘 지내니?” 이 부분이 첫인사입니다. 위의 글에서 “그럼 안녕!” 이 부분이 끝인사입니다.",1
1. 옆의 글에서 “첫인사”를 찾아 밑줄을 그어 보세요.,1
2. 옆의 글에서 “끝인사”를 찾아 밑줄을 그어 보세요.,1
"3.다음은 마음을 전하는 글입 니다. 빈 곳 (가)에는 첫인 사에 적당한 문장을, (나) 에는 끝인사에 적당한 문장 을 써 넣어 보세요.",1
다음 그림은 무엇을 하고 있는 것인지 이야기해 보세요. 글을 읽는 사람이 읽는 이입니다. 글을 쓸 때는 읽는 이를 생각하며 씁니다. 읽는 이가 누구인지 생각하며 마음을 전하는 글을 써야 합니다. 글을 읽는 사람을 읽는 이라고 해요.,1
"어머니께
어머니! 오늘 제가 어머니를 많이 속상하게 했지요, 늦게 일어나서 아침밥도 제대로 안 먹고 엄마를 힘들게 해서 정말 죄송합니다. 다음부터는 어머니 말씀 잘 듣는 착한 아들이 되겠습니다.
어머니! 사랑해요! 많이많이 사랑해요!
 2016년 4월 18일.
아들 현식 올림.
1. 위의 글에서 읽는 이는 누구일까요?",1
2. 위의 글에서 글쓴이는 누구일까요?,1
3. 위의 글에서 글쓴이는 읽는 이에게 어떤 마음을 전하려고 하나요?,1
4. 마음을 전하는 글은 꼭 어휘 정리 고마운 마음 즐거운 마음 를 생각하면서 써야 합니다.,1
"다음 그림을 살펴보세요.
사과가 떨어진 원인은 바람 때문입니다. 바람이 불어서 그 결과로 사과가 떨어졌습니다.
어떤 일이 일어나게 된 이유를 원인이라고 하고.
그로 인하여 일어난 일은  결과라고 해요.",-1
1. 아래 그림에서 “원인”을 나타내는 것을 골라 보세요.,0
2. 아래 그림에서 “결과”를 나타내는 것을 골라 보세요.,0
"3. 다음의 문장에서 밑줄 그은 부분이 원인과 관련된 것이면 (   ) 속에 ‘원인’이라고 쓰고, 결과와 관련된 것이면 ‘결과’라고 써 보세요.",-1
알맞은 말을 골라 보세요.,1
"다음 그림을 살펴보세요.
원인.
결과.
바람이 많이 불었습니다. 그래서 사과가 떨어졌습니다. 바람이 많이 불었기 때문에 사과가 떨어졌습니다. 사과가 떨어졌습니다. 왜냐하면 바람이 많이 불었기 때문입니다.",0
"다음 문장을 읽어 보세요. 늦잠을 잤습니다. 그래서 지각을 했습니다. 아침에 밥을 많이 먹었기 때문에 배가 부릅니다. 배가 아팠습니다. 왜냐하면 찬 음식을 너무 많이 먹었기 때문입니다. ‘그래서’, ‘때문에’, ‘왜냐하면’ 과 같은 말들은 이어 주는 말이라고 해요.",0
1. 속에 들어갈 알맞은 말을 찾아 연결해 보세요.,1
2. 그림에 맞게 설명한 문장을 찾아보세요. 눈이 내립니다. 왜냐하면 길이 미끄럽기 때문입니다. 길이 미끄럽습니다. 그래서 눈이 내립니다. 눈이 내렸기 때문에 길이 미끄럽습니다,-1
"다음의 이어주는 말 중 하나를 골라 문장을 완성해 봅시다.
선생님께 칭찬을 들었습니다. (그래서, 왜냐하면, 때문에) 친구들을 도와주었기 때문입니다.
배가 아팠습니다. (그래서, 왜냐하면, 때문에) 집에서 쉬었습니다.
운동을 열심히 했기 (그래서, 왜냐하면, 때문에) 땀이 많이 났습니다.",-1
"다음 그림과 글을 살펴보세요.
착한 할아버지는 젊어지게 하는 
샘물을 마셨습니다.
욕심쟁이 할아버지는 젊어지게 하는 샘물을 많이 마셨습니다.
물은 마신 후 젊은이가 되었습니다.
물을 마신 후 아기가 되었습니다.
착한 할아버지는 젊어지게 하는 샘물을 마시고 젊은이가 되었습니다. 
그런데 욕심쟁이 할아버지는 젊어지게 하는 샘물을 너무 많이 마셔서 아기가 되었습니다.  
위와 같이 이야기를 짧게 줄이는 것을 간추리기라고 해요.",-1
1. 다음 그림을 보고 글로 간추려 봅시다.,1
"다음 그림을 살펴보세요. 도깨비의 특징으로는 부리부리한 눈, 뿔, 무서운 표정 등을 들 수 있습니다. 도깨비 방망이, 뿔 같은 특징 때문에 도깨비는 무서워 보입니다.
다른 것과 특별히 달라서 눈에 띄는 점을 특징이라고 해요.",0
"1. 다음과 같은 특징을 가진 동물의 이름을 쓰세요.
코가 길어요. 몸집이 커요. 다리가 네 개예요. 귀가 커요",1
2. 나의 특징을 친구들에게 소개하려고 해요. 나의 어떤 점을 소개할 수 있을지 모두 골라 보세요.,0
다음 그림을 보고 장미꽃의 특징을 써 보세요.,0
"다음 글을 읽어 보세요.
저는 대한초등학교 4학년 1반 김원경이라고 합니다. 저는 축구를 가장 좋아합니다.
운동장에서 축구를 할 때 가장 재미있고 신이 납니다. 저의 꿈은 의사가 되는 것입니다.
의사가 되면 아픈 사람들을 치료할 수 있어서 좋을 것 같습니다. 소개하는 글에는 자기를 소개하는 글도 있지만 다른 사람이나 물건을 소개하는 글도 있습니다. 소개하는 글은 소개하는 내용에 맞게 알맞은 낱말을 써서 소개해야 합니다. 알맞은 낱말이란 쓰거나 말하려는 내용에 딱 맞는 말입니다.",0
"1. 다음은 저금통을 소개하는 글이에요. 알맞지 않은 내용이 있는 문장을 골라 보세요.
저에게는 아주 소중한 저금통이 있습니다. 작년에 어머니께서 선물로 주신 저금통입니다. 돼지 모양이고 빨간 색입니다. 돈은 적게 모일수록 좋습니다. ",0
"2. 보기의 낱말의 뜻을 살펴보고, 다음 문장에 알맞은 낱말을 골라 표 하세요.
마치다: 하던 일이나 과정이 끝나다.
일을 마치다.
샤워를 마치다.
수업을 마치다.
이야기를 마치다.
부치다: 편지나 물건 등을 보내다.
돈을 부치다.
소포를 부치다.
짐을 부치다.
편지를 부치다.
맞히다: 문제에 대한 답을 옳게 대다.
답을 맞히다.
정답을 맞히다.
빨리 맞히다.
정확하게 맞히다.
붙이다: 물건이 떨어지지 않게 하다.
반창고를 붙이다.
종이를 붙이다.
문에 붙이다.
벽에 붙이다.",-1
"다음 대화를 읽어 보세요. 나는 오늘 겪은 일을 엄마에게 이야기하였습니다. 오늘 겪은 일 중 가장 기억에 남는 것은 달리기에서 1등을 한 것입니다. 여름 방학에 여행을 했던 경험은 잊을 수 없습니다. 방송국에 직접 갔던 일은 좋은 경험이었습니다. 보고, 듣고, 직접 해 본 모든 일들을 겪은 일 또는 경험이라고 해요.",1
"1. 다음 문장을 읽고 빈칸에 공통으로 들어갈 말을 쓰세요.
책을 읽을 때에는 주인공이 과 내가 을 서로 비교해 보면서 읽어요.",-1
" 2. 다음은 문장이 자연스럽도록 빈칸에 들어갈 말에 표 하세요.
한옥에 놀러 갔던 일은 잊지 못할 이에요. 겪은 일. 경험.",0
다음 장면을 보고 수진이는 무엇을 하고 있는지 이야기해 보세요 떠올리다. 나는 가장 재미있게 읽은 책을 떠올렸습니다. 가족과 함께 갔던 제주도 여행을 떠올렸습니다. 지난 여름방학에 했던 일을 떠올렸습니다. 기억하고 있는 일이나 잘 생각나지 않던 것을 생각해 낸다는 뜻이에요.,-1
"1. 다음 대화를 읽고 빈칸에 들어갈 말로 알맞은 것은 어느 것인가요?
민지: 엄마, 일기 쓰기가 너무 어려워요. 무엇을 써야할 지 모르겠어요.
엄마: 오늘 겪은 일을.",1
"다음 중 빈칸에 ‘떠올리다’가 들어가기 어려운 것은 어느 것인가요?
영화 속 재미있던 장면을.
나는 큰 소리로 노래를.
책의 내용과 관련된 경험을.",1
"다음의 낱말을 읽어 보세요. ‘같이’는 가치라고 읽습니다. ‘같이’는 소리와 글자가 다른 낱말입니다. ‘국수’는 국쑤라고 읽습니다. ‘국수’는 소리와 글자가 다른 낱말입니다. ‘끝이’는 끄치라고 읽습니다. ‘끝이’는 소리와 글자가 다른 낱말입니다. ‘낙지’는 낙찌라고 읽습니다. ‘낙지’는 소리와 글자가 다른 낱말입니다.
‘같이’는 ‘같’과 ‘이’를 이어서 발음할 때 글자대로 소리 나지 않습니다.
이러한 낱말을  소리와 글자가 다른 낱말이라고 해요",0
"1. 다음 낱말의 글자에 알맞은 소리를 찾아 표 하세요.
1) 해돋이.
해돋이.
해돋이.
해도디.
2) 숙제.
쑥쩨.
숙쩨.
숙제.",-1
"2. 다음 빈칸에 알맞은 말을 쓰세요. 
숙제 2. 숙제 쑥쩨 숙쩨 ‘끝이’와 ‘낙지’는 소리와 글자가 낱말입니다.",1
"다음을 비교하여 보세요.
시는 노래처럼 표현합니다. 시에는 행과 연이 있습니다. 이야기는 긴 줄글로 되어 있습니다. 이야기는 지은이가 꾸며서 쓴 글입니다.
노래 가사처럼 리듬을 살려 짧게 표현한 것을 시라고 하고.
있을만한 일을 꾸며서 쓴 글을 이야기라고 해요.",0
"1. 빈칸에 알맞은 말을 쓰세요.
‘발가락’은 입니다.
‘칠판 앞에 나가기 싫어’는 입니다.",0
" 2. 다음을 읽고 시에 대한 설명이면 표, 이야기에 대한 설명이면 표 하세요.
 긴 줄글로 되어 있습니다. 노래처럼 표현한 것입니다.",1
"다음의 대화를 읽어 보세요.
나는 남자가 계속해서 방귀를 뀌는 모습이 재미있었어.
오늘 읽은 책이 너무 재미있었어.
승아야, 너는 어떤 장면이 재미있었니? 이 책의 재미있는 부분은 남자가 계속해서 방귀를 뀌는 장면입니다.
시나 이야기에서 즐거운 기분이나 느낌을 주는 부분을 재미있는 부분이라고 해요.",-1
1. 재미있는 부분에서 느낄 수 있는 표정으로 알맞은 것을 골라 표 하세요.,0
" 2. 다음 대화에서 친구들은 무엇에 대해 이야기하고 있나요?
현아: 나는 매미가 우는 소리를 ‘찌징찌징찌징’이라고 표현한 부분이 재미있었어.
종우: 나는 파란 하늘을 ‘파란색 도화지’라고 표현한 부분이 재미있었어.
미안했던 부분. 고마웠던 부분. 재미있는 부분. 어려웠던 부분.",1
"다음의 문장을 읽어 보세요.
새들이 노래한다.
꽃들이 웃는다.
나비가 춤을 춘다. ‘새들이 노래한다.’는 새들이 지저귀는 모습을 노래한다고 사람인 것처럼 표현하였습니다. ‘꽃들이 웃는다.’는 꽃들이 활짝 핀 모습을 웃는다고 사람인 것처럼 표현하였습니다. ‘나비가 춤을 춘다.’는 나비가 날아다니는 모습을 춤을 춘다고 사람인 것처럼 표현하였습니다.
동물, 식물, 사물이 말하고 행동하는 것처럼 표현하는 것을 사람인것처럼표현하다.
라고 해요.",0
"1. 다음을 읽고 사람인 것처럼 표현한 것은 무엇인가요?
나무는 초록색이다. 나무가 손을 흔든다. 나무가 크다.",-1
"2. 다음 문장을 읽고 빈칸에 알맞은 말을 쓰세요.
 ‘햇님이 방긋 웃는다.’ 햇님을 인 것처럼 표현하였습니다.",1
"3. 다음 문장을 사람인 것처럼 표현할 때, 빈칸에 들어갈 말로 알맞지 않은 것에 표 하세요.
강물이.
노래한다.
깊다.
춤을 춘다.
이야기한다.",0
"다음 그림의 같은 점을 찾아 이야기해 보세요. 구름을 솜사탕에 빗대어 표현합니다. 파란 하늘을 파란색 도화지에 빗대어 표현합니다.
어떤 것을 직접 말하지 않고 비슷한 점이 있는 다른 것과 연결하여 표현하는 것을 ‘빗대어표현하다’라고 해요.",0
"1. 다음을 보고 빈칸에 알맞은 말을 쓰세요.
하늘은 파란색 도화지 같아요.
하늘을 파란색 도화지에  표현하였습니다.",0
"2. 다음 문장에서 ‘내 동생’을 무엇에 빗대어 표현하였는지 빈칸에 알맞은 말을 쓰세요.
내 동생은 거북이에요. 
왜냐하면 거북이처럼 행동이 느리기 때문이에요.",-1
"다음의 낱말을 읽어 보세요.
깡충깡충.
토끼가 뛰어가는 모양을 흉내 내는 말은 ‘깡충깡충’입니다. 개가 짖는 소리를 흉내 내는 말은 ‘멍멍’입니다. 하하’, ‘호호’, ‘깔깔깔’은 웃음소리를 흉내 내는 말입니다.
멍멍.
‘깡총깡총’이나 ‘멍멍’과 같이 모양이나 소리를 나타내는 말을 흉내내는말 이라고 해요.",1
"1. 다음의 문장에서 흉내 내는 말을 찾아 표 하세요.
거북이가.
엉금엉금.
기어갑니다.
아기가.
방긋방긋.
웃습니다.",1
"아들은 어머니께 무엇을 말하고 있나요? 나는 어머니께 운동화를 사 달라고 부탁하는 글을 썼습니다. 부탁하는 글에는 부탁하는 내용과 부탁하는 까닭이 나타납니다. 부탁하는 글을 쓸 때에는 예의를 갖추어야 합니다.
다른 사람에게 어떤 일을 해 달라고 말하는 글을 부탁하는글이라고 해요.",1
"1. 다음 글을 읽고, 이 글의 종류로 알맞은 것에 표 하세요.
친구들에게.
친구들아, 공부 시간에는 조용히 했으면 좋겠어.
너희들이 떠들면 선생님 말씀을 들을 수 없고, 공부하기 힘들어.",0
"2. 다음 중 부탁하는 글을 써야 하는 경우로 가장 알맞은 것은 무엇인가요?
보고 싶은 친구에게 마음을 전할 때.
선생님께 고마움을 표시하고 싶을 때.
친구들에게 복도에서 뛰지 말라고 말하고 싶을 때.
부모님께 잘못한 일에 대해 죄송하다고 말씀드릴 때.",1
"다음의 그림은 무엇을 뜻하나요? 모르는 낱말을 사전에서 찾았습니다. 낱말의 뜻을 많이 알면 글의 내용을 잘 알 수 있습니다. ‘아이’와 ‘어린이’는 뜻이 비슷한 낱말입니다.
산, 나무, 사과처럼 뜻을 가지고 있으면서 홀로 쓰일 수 있는 말을 낱말이라고 해요.",1
"1. 다음 중 낱말을 모두 찾아 표 하세요.
바다.
엄마.
노래.",1
2. 다음 빈칸에 공통으로 들어갈 말을 쓰시오. ‘엄마’와 ‘어머니’는 뜻이 비슷한 ‘남자’와 ‘여자’는 뜻이 반대인 입니다.,1
"다음 문장에서 파란색으로 표시된 부분은 무엇을 나타내는 것일까요?
영수야, 만나서 반가워.
문장의 끝에.
을 온점이라고 하고,
을 반점이라고 해요.",-1
"1. 다음을 알맞게 연결하세요.
온점.
반점.",1
"2. 다음 빈칸에 들어갈 것이 무엇인지 알맞은 것을 연결하세요.
여름에는 수박 참외 포도를 먹습니다.
오늘은 내 생일입니다.",1
"3. 다음 빈칸에 온점과 반점 중 알맞은 것을 쓰세요.
선생님 온점 반점 안녕하세요.",0
"다음 글에서 온점과 반점은 각각 몇 번 사용되었나요?
봄이 가고, 여름이 왔습니다. 날씨가 무덥습니다.",1
"다음을 비교하면서 읽어 보세요. 무엇이 다른가요?
아기가오리를보았다.
아기가 오리를 보았다.
띄어쓰기를 하면 내용을 정확하게 알 수 있습니다.
낱말과 낱말 사이는 띄어쓰기를 합니다.
온점과 반점 뒤에는 띄어쓰기를 합니다.",0
"1. 그림에 알맞은 문장이 되도록 띄어쓰기를 할 곳에 표를 하세요.
친구가방에들어갔다.",0
"2. 다음 중 띄어쓰기가 바르게 된 것은 어느 것인가요?
동욱아,빨리 와.
나는학 교에 갑니다.
나는 피자를 좋아합니다.",1
"다음은 무엇을 하는 것인지 생각해 보세요. 올바른 손씻기 방법을 일의 순서대로 설명하였습니다. 일의 순서를 정해서 하면 빠르고 정확하게 할 수 있습니다. 일의 순서를 알면 쉽게 일을 할 수 있습니다.
어떤 일이 차례에 따라 하나씩 일어나는 과정을 일의 순서라고 해요.",1
"1. 김밥을 만드는 방법을 일의 순서대로 번호를 쓰세요.
재료 준비하기.
재료를 가지런히 놓고 돌돌 말기.
김밥을 썰어 그릇에 담기.
밥 양념하기.",0
"2. 다음 빈칸에 알맞은 말을 쓰세요.
장난감을 만드는 방법을 설명하기 위해서는 따라 말해야 합니다.",1
"다음의 이야기가 어떤 내용일지 생각해 보세요. 누가, 언제, 어디에서 어떤 일이 일어났는지 살펴보면 이야기의 흐름을 알 수 있습니다. 이야기를 간추릴 때에는 이야기의 흐름이 잘 나타나야 합니다.
이야기를 잘 이해하려면 이야기의 흐름을 알아야 합니다.
이야기 속에 어떤 일이 일어나면서 이야기가 펼쳐지는 것을.
이야기의 흐름이라고 해요.",-1
1. 다음 문장을 보고 이야기의 흐름에 맞게 순서대로 번호를 쓰세요.,0
"다음 그림은 무엇을 하고 있는 것인지 이야기해 보세요. 선생님의 훈화를 들었습니다. 월요일 아침에는 교장 선생님께서 훈화를 하십니다. 할아버지께서 웃어른을 공경하라고 훈화를 들었습니다.
가르침을 주는 말이나 이야기를 훈화라고 해요.",-1
"1. 다음 중 훈화의 내용으로 알맞지 않은 것은 어느 것인가요?
인사를 잘 하자.
거짓말을 잘 하자.
부모님 말씀을 잘 듣자.
친구와 사이좋게 지내자.
일찍 일어나는 습관을 가지자.",0
" 2. 다음 빈칸에 들어갈 말을 쓰세요.
교장 선생님께서는 우리에게 열심히 공부하라고 를 하십니다.",-1
"1. 다음 빈칸에 들어갈 말을 쓰세요.
어떤 내용을 들을 때 ‘듣기 전’, ‘듣기 중’, ‘듣기 후’의.
순서를 거치는 것을 이라고 합니다.",0
"2. 듣기의 과정을 생각하며, 다음 빈칸에 들어갈 말을 쓰세요.
듣기 에는 들을 내용에 대해 미리 생각합니다.
듣기 에는 들으면서 간단히 적습니다.
듣기 에는 자신의 생각을 정리합니다.",1
"다음을 보고, ‘김밥’이라는 낱말을 둘로 쪼개면 무엇과 무엇이 되는지 말해 보세요.
쪼개다’는 무엇을 둘 이상으로 나누거나 가른다는 말입니다. ‘김밥’은 ‘김’과 ‘밥’이 만나서 만들어진 낱말입니다.
밥.
 ‘김밥’은 ‘김’과 ‘밥’으로 쪼갤 수 있는 낱말입니다. ‘국’하고 ‘밥’이 있으면 ‘국밥’이 되니까, 국밥은 쪼갤 수 있는 낱말입니다.
‘김밥, 국밥’처럼 둘 이상으로 나눌 수 있는 낱말을 쪼갤 수 있는 낱말이라고 해요.",0
"1. 다음 낱말을 합치면 어떤 낱말이 되는지 빈칸에 쓰세요.
김 + 밥.
꽃 + 병.
국 + 밥.
책 + 가방.",1
"2. 다음 낱말을 둘로 쪼개어 빈칸에 써 보세요.
김밥.
국밥.
꽃병.
책가방.",0
3. 다음 빈칸에 들어갈 말을 쓰세요.,1
"4. 다음 낱말을 합치면 어떤 낱말이 되는지 빈칸에 쓰세요.
색. 종이.
색. 연필.",1
"5. 다음 낱말을 둘로 쪼개어 쓰고, 쪼갤 수 있는 낱말의 뜻을 쓰세요.
색종이.
색연필 .
뜻.
뜻.",1
"6. 다음에서 쪼갤 수 있는 낱말을 찾아 표 하세요.
김밥.
사과.
가방.
밥국밥책가.
방.
꽃병.
색종이.
눈사람.
종이.
사람.
꽃.",0
"다음을 보면서, ‘사과’를 둘로 나눈 ‘사’와 ‘과’는 각각 뜻이 있는 말인지 이야기해 보세요. ‘사과’는 ‘사’와 ‘과’로 쪼개면 각각 아무 뜻을 가지지 못해서, ‘사과’는 쪼갤 수 없는 낱말이라고 합니다. 두 글자 낱말인 ‘바다’를 쪼개었을 때 ‘바’와 ‘다’는 뜻을 가지고 있지 않습니다. 그래서 ‘바다’도 쪼갤 수 없는 낱말입니다. ‘집, 꽃’은 더 작게 쪼개면 뜻이 사라지기 때문에, 쪼갤 수 없는 낱말입니다. 쪼갤 수 없는 낱말은 더 이상 나눌 수 없는 낱말입니다.
 ‘집, 꽃, 바다, 사과’처럼 더 이상 나눌 수 없는 낱말을 쪼갤 수 없는 낱말이라고 해요.",-1
"1. 다음을 보고 서로 어울리는 것을 연결하세요.
쪼갤 수 있는.
낱말.
더 작은 부분으로 .
나눌 수 없는 낱말.
김밥, 색종이, 책가방.
2) 쪼갤 수 없는
낱말.
더 작은 부분으로.
나눌 수 있는 낱말.
꽃, 사과, 바다.",-1
"다음은 딱지를 종이로 접는 방법입니다. 그림을 보고, 종이접기를 해 보세요. 딱지를 접는 순서와 방법에 따라 종이접기를 하였습니다. 요리 책을 보면 음식을 만드는 순서와 방법을 알 수 있습니다. 일의 순서나 방법을 설명하는 글은 읽는 이가 이해하기 쉬운 말을 사용해야 합니다.
종이접기 책에는 색종이를 접는 순서나 방법이 있어요. 이처럼 우리 주변에는.
일의 순서나 방법을 설명하는 글이 많아요.",0
"1. 다음에서 일의 순서나 방법을 설명하는 글은 무엇인지 고르세요.
저는 라면을 매우 좋아합니다.
그래서 주말 점심이면 꼭 라면을 끓여 먹습니다. 저는 불을 끄기 전에 치즈를 얹어서 먹는 라면을 좋아합니다.
라면을 끓이는 방법은 매우 쉽습니다. 먼저 물을 3컵 정도 냄비에 넣고 끓입니다. 물이 끓기 시작하면 면과 스프를 넣습니다.
3~4분 정도 끓인 후에 맛있게 먹습니다.",1
"다음 그림을 보고, 텔레비전 속 인물의 마음이 어떠할 것 같은지 이야기해 보세요. 텔레비전 드라마를 보면서 인물의 마음을 짐작할 수 있습니다. 책을 읽으면서 글쓴이나 인물의 마음이 어떠한지 짐작할 수 있습니다. ‘즐겁다, 뿌듯하다, 행복하다’는 글쓴이나 인물의 마음이 매우 기쁘다는 것을 짐작하게 하는 말입니다.
‘짐작하다’는 일이 되어가는 상황을 대강 알아차리는 것을 말해요.
그래서 글을 읽고 글쓴이나 인물의 마음이 어떠한지 생각해 보는 것을 글쓴이나 인물의 마음 짐작하기라고 해요.",-1
"1. 다음에서 글쓴이나 인물의 마음을 직접 나타내는 말을 찾아 표 하세요.
즐겁다.
말하다.
보다.
화나다.
쓰다.
기쁘다.
슬프다.
먹다.",0
"2. 다음 말은 어떤 마음을 나타내는지, 알맞은 것을 연결하세요.
발걸음이 가벼워요.
오늘 해야 하는 일을 내일로 미루지 않을 거예요.
가슴이 두근두근해요.
마음이 기쁘고 편안해요.
오늘 배운 것은 오늘다 익히자.
설레고 떨려요.",1
"다음을 보고, 아이와 할아버지가 무엇을 하고 있는지 이야기해 보세요. 저는 할아버지께 방학 때 놀러가겠다는 말을 하고 싶어서 편지를 써서 보냈습니다. 편지에는 보내는 사람이 받는 사람에게 하고 싶은 말이 담겨 있습니다.
편지는 다른 사람에게 하고 싶은 말을 써서 보내는 글이에요.
받는 사람, 첫인사, 하고 싶은 말, 끝인사, 보내는 날짜와 보내는 사람을 써야 해요.",-1
